id,word,explanation,due,memory_state,scheduled_days,last_review
289,六日間,六天,2025-11-28T02:47:18.930196+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:47:18.930196+00:00
290,七時,七点,2025-11-28T02:47:56.007658+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:47:56.007658+00:00
291,八分,八分,2025-11-28T02:43:13.402218+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:43:13.402218+00:00
292,スープ,soup,2025-11-28T02:41:42.456413+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:41:42.456413+00:00
293,すき焼き,寿喜烧,2025-11-28T02:43:43.156813+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:43:43.156813+00:00
294,温泉,,2025-11-28T02:41:09.670408+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:41:09.670408+00:00
295,お湯,热水,2025-11-28T02:47:59.268353+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-16T02:47:59.268353+00:00
296,大晦日,除夕,2025-09-04T00:59:30.014784+00:00,"{""stability"": 29.714573, ""difficulty"": 9.142912}",30,2025-08-05T00:59:30.014784+00:00
297,北側,,2025-08-18T00:36:40.116574+00:00,"{""stability"": 54.20242, ""difficulty"": 6.5296545}",54,2025-06-25T00:36:40.116574+00:00
298,さあ,表催促/犹豫,2026-04-18T03:47:29.359602+00:00,"{""stability"": 269.59766, ""difficulty"": 4.625697}",270,2025-07-22T03:47:29.359602+00:00
299,たくさん,很多的,2025-11-21T02:44:05.405828+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:44:05.405828+00:00
300,寮,宿舍,2025-11-21T02:42:20.326020+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:42:20.326020+00:00
301,紙,,2025-11-21T02:41:39.253936+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:39.253936+00:00
302,塩辛い,咸的,2025-11-14T01:08:30.582141+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-07-14T01:08:30.582141+00:00
303,薬,,2026-04-30T00:42:36.803125+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-07-14T00:42:36.803125+00:00
304,眺め,风景,2025-12-14T03:32:50.524543+00:00,"{""stability"": 166.35164, ""difficulty"": 5.2324963}",166,2025-07-01T03:32:50.524543+00:00
305,わざわざ,特地,2025-11-21T02:43:46.755313+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:46.755313+00:00
306,ヒント,hint,2025-11-21T02:41:01.764495+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:01.764495+00:00
307,もしも,如果,2025-11-21T02:46:02.580349+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:46:02.580349+00:00
308,まずい,笨拙/（不好的时机）,2025-11-14T00:36:42.625133+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-07-14T00:36:42.625133+00:00
309,女性,,2025-11-21T02:43:57.785155+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:57.785155+00:00
310,騙す,欺骗,2026-04-30T00:36:57.995206+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-07-14T00:36:57.995206+00:00
311,奪う,夺取,2026-04-30T00:36:54.157921+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-07-14T00:36:54.157921+00:00
312,週間,一星期,2026-04-30T01:00:12.440935+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-07-14T01:00:12.440935+00:00
313,体験,,2025-11-21T02:43:25.691274+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:25.691274+00:00
314,涙,,2026-04-30T00:59:42.688276+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-07-14T00:59:42.688276+00:00
315,お客様,客人/顾客,2025-11-21T02:46:18.770276+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:46:18.770276+00:00
316,歌舞伎,日本传统戏剧/歌舞伎,2026-03-09T00:55:18.435248+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:55:18.435248+00:00
317,気持ち,心情/感觉,2025-11-21T02:47:33.421157+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:47:33.421157+00:00
318,甘い,甜的,2025-11-21T02:39:44.013646+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:39:44.013646+00:00
319,しょっぱい,咸的,2025-09-14T01:00:17.697300+00:00,"{""stability"": 41.116047, ""difficulty"": 6.8319154}",41,2025-08-04T01:00:17.697300+00:00
320,苦い,苦的,2025-11-21T02:46:44.521443+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:46:44.521443+00:00
321,美味しい,好吃的/美味的,2025-11-21T02:42:37.676826+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:42:37.676826+00:00
322,暑い,热的（天气）,2025-11-21T02:44:08.378758+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:44:08.378758+00:00
323,寒い,冷的（天气）,2025-11-21T02:39:39.555223+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:39:39.555223+00:00
324,楽しい,愉快的/开心的,2025-11-21T02:45:32.003278+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:45:32.003278+00:00
325,つまらない,无聊的/没意思的,2026-03-09T01:25:12.387816+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T01:25:12.387816+00:00
326,広い,宽广的/宽敞的,2025-11-21T02:41:46.961515+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:46.961515+00:00
327,大きい,大的,2025-11-21T02:40:37.201959+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:40:37.201959+00:00
328,小さい,小的,2025-08-18T02:42:13.686569+00:00,"{""stability"": 63.218002, ""difficulty"": 3.2245016}",63,2025-06-16T02:42:13.686569+00:00
329,忙しい,忙的/繁忙的,2025-11-21T02:45:29.205044+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:45:29.205044+00:00
330,いい,好的,2025-11-21T02:41:44.577745+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:44.577745+00:00
331,悪い,坏的/不好的,2025-11-21T02:39:41.842455+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:39:41.842455+00:00
332,素晴らしい,极好的/非常棒的,2025-11-21T02:47:08.287427+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:47:08.287427+00:00
333,遠い,远的,2026-03-07T05:16:01.465888+00:00,"{""stability"": 234.78865, ""difficulty"": 4.625697}",235,2025-07-15T05:16:01.465888+00:00
334,近い,近的,2025-11-21T02:42:00.363338+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:42:00.363338+00:00
335,安い,便宜的,2025-11-21T02:48:04.265271+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:48:04.265271+00:00
336,冷たい,凉的/冷的（触感）,2025-11-21T02:47:23.667182+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:47:23.667182+00:00
337,青い,蓝色的,2025-11-21T02:42:15.846135+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:42:15.846135+00:00
338,白い,白色的,2025-11-21T02:43:16.436000+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:16.436000+00:00
339,黒い,黑色的,2025-11-21T02:40:46.825028+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:40:46.825028+00:00
340,新しい,新的,2025-11-21T02:43:19.757333+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:19.757333+00:00
341,古い,旧的/老的,2025-11-21T02:43:32.533540+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:32.533540+00:00
342,難しい,难的/困难的,2026-03-09T00:59:12.098512+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:59:12.098512+00:00
343,易しい,容易的/简单的,2025-11-21T02:41:31.215849+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:31.215849+00:00
344,多い,多的,2026-03-09T00:47:08.970948+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:47:08.970948+00:00
345,少ない,少的,2026-03-09T00:59:39.801385+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:59:39.801385+00:00
346,可愛い,可爱的,2025-11-21T02:41:04.325499+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:41:04.325499+00:00
347,本当に,真的/确实,2025-11-21T02:42:24.754598+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:42:24.754598+00:00
348,少し,一点/少许,2025-11-21T02:43:29.814788+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:43:29.814788+00:00
349,ちょっと,稍微/一点点,2026-03-09T00:47:14.673738+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:47:14.673738+00:00
350,全然,完全（不）/根本（不）,2025-11-21T02:40:43.940557+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-06-16T02:40:43.940557+00:00
351,ちょうど,正好/刚好,2026-03-09T01:26:29.450027+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T01:26:29.450027+00:00
380,黄色い,,2025-11-17T00:56:01.400627+00:00,"{""stability"": 97.40349, ""difficulty"": 6.227952}",97,2025-08-12T00:56:01.400627+00:00
381,大切,重要的/珍贵的,2025-11-13T02:45:36.586930+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-16T02:45:36.586930+00:00
382,住む,居住/生活,2025-11-07T03:35:22.138839+00:00,"{""stability"": 129.01018, ""difficulty"": 5.623587}",129,2025-07-01T03:35:22.138839+00:00
383,文章,,2026-03-09T01:26:23.709057+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T01:26:23.709057+00:00
384,活動,,2025-08-16T02:47:50.733244+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-06-16T02:47:50.733244+00:00
385,左手,,2025-11-13T02:41:12.859917+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-16T02:41:12.859917+00:00
386,右手,,2026-03-09T00:47:43.267031+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:47:43.267031+00:00
387,誰か,谁（代词）,2026-03-09T01:25:08.559996+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T01:25:08.559996+00:00
388,次に,接下来/然后,2025-10-07T01:08:20.019614+00:00,"{""stability"": 75.46469, ""difficulty"": 5.6468034}",75,2025-07-24T01:08:20.019614+00:00
389,取り入れ,采纳/吸收,2025-09-22T00:43:48.800360+00:00,"{""stability"": 42.09115, ""difficulty"": 6.836926}",42,2025-08-11T00:43:48.800360+00:00
390,癖,癖好/习惯,2025-10-18T01:25:55.614958+00:00,"{""stability"": 103.482574, ""difficulty"": 4.5050673}",103,2025-07-07T01:25:55.614958+00:00
391,僅か,仅仅/少量,2025-10-15T00:56:57.535037+00:00,"{""stability"": 72.37661, ""difficulty"": 6.3209}",72,2025-08-04T00:56:57.535037+00:00
392,つなぐ,连接/系上,2025-10-18T00:43:20.893075+00:00,"{""stability"": 103.482574, ""difficulty"": 4.5050673}",103,2025-07-07T00:43:20.893075+00:00
393,嫌う,讨厌/厌恶,2026-03-09T00:46:15.356341+00:00,"{""stability"": 244.91458, ""difficulty"": 3.6184807}",245,2025-07-07T00:46:15.356341+00:00
394,頬,脸颊/面颊,2025-11-13T02:42:30.615976+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-16T02:42:30.615976+00:00
395,種類,种类,2025-11-17T02:11:05.505606+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:05.505606+00:00
396,お店,商店/店铺,2025-11-17T02:09:25.328803+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:09:25.328803+00:00
397,町,城镇/街道,2025-11-17T02:08:29.513465+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:08:29.513465+00:00
398,紅葉,红叶/枫叶,2025-11-17T02:08:50.862300+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:08:50.862300+00:00
399,故郷,故乡/乡,2025-11-17T02:09:43.328922+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:09:43.328922+00:00
400,作品,作品/艺术品,2025-08-20T02:09:53.095859+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-06-20T02:09:53.095859+00:00
401,彫刻,雕刻/雕塑,2025-11-17T02:10:37.247735+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:37.247735+00:00
402,通り,街道/路,2025-11-17T02:12:51.094435+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:12:51.094435+00:00
403,道具,工具/器具,2025-11-17T02:11:18.185046+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:18.185046+00:00
404,自動車,汽车/机动车,2025-11-17T02:10:53.668562+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:53.668562+00:00
405,修学旅行,修学旅行/学校旅行,2025-11-17T02:10:21.692076+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:21.692076+00:00
406,シーズン,季节/时期,2025-11-17T02:12:59.166233+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:12:59.166233+00:00
407,物,物品/东西,2025-11-17T02:09:00.394435+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:09:00.394435+00:00
408,お菓子,点心/零食,2025-11-17T02:11:02.718569+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:02.718569+00:00
409,部長,部长/部门负责人,2025-11-17T02:09:21.991082+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:09:21.991082+00:00
410,作家,作家/作者,2025-11-17T02:10:25.057402+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:25.057402+00:00
411,観光客,观光客/游客,2025-11-17T02:11:24.510596+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:24.510596+00:00
412,汚い,肮脏的/不整洁的,2025-08-20T02:08:57.319330+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-06-20T02:08:57.319330+00:00
413,雪,雪/降雪,2025-11-17T02:10:27.612755+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:27.612755+00:00
414,雨,雨/降雨,2025-11-17T02:13:02.164361+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:13:02.164361+00:00
415,有名,有名的/著名的,2025-11-17T02:10:58.683972+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:58.683972+00:00
416,世界,世界/地球,2025-11-17T02:11:08.076449+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:08.076449+00:00
417,生活,生活/日常,2025-11-17T02:11:42.102612+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:11:42.102612+00:00
418,平日,平日/工作日,2025-11-17T02:10:07.138354+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-20T02:10:07.138354+00:00
420,曇り,多云/阴天,2026-03-07T03:59:13.987926+00:00,"{""stability"": 239.11594, ""difficulty"": 3.6184807}",239,2025-07-11T03:59:13.987926+00:00
421,静か,安静的/安宁的,2025-12-05T01:15:58.786704+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:58.786704+00:00
422,暇,空闲/有空,2025-12-05T01:16:33.688703+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:16:33.688703+00:00
423,親切,亲切的/热情的,2025-12-05T01:18:17.726174+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:17.726174+00:00
424,好き,喜欢的/喜爱的,2025-12-05T01:18:59.947600+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:59.947600+00:00
425,嫌い,讨厌的/不喜欢的,2025-12-05T00:58:26.658101+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:58:26.658101+00:00
426,便利,方便的/便利的,2025-12-05T00:58:08.074203+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:58:08.074203+00:00
427,不便,不方便的/不便利的,2025-12-05T01:17:43.254590+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:17:43.254590+00:00
428,元気,有精神/健康/有活力,2025-12-05T01:19:56.436846+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:56.436846+00:00
429,簡単,简单的/容易的,2025-12-05T01:18:57.500953+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:57.500953+00:00
430,ハンサム,handsome,2025-12-05T00:58:46.095633+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:58:46.095633+00:00
431,どうな,怎样的/什么样的,2025-12-05T01:15:41.481504+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:41.481504+00:00
432,どう,怎样/如何,2025-12-05T01:00:28.069499+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:00:28.069499+00:00
433,如何,如何/怎样,2025-08-21T02:43:36.662331+00:00,"{""stability"": 66.31548, ""difficulty"": 5.2324963}",66,2025-06-16T02:43:36.662331+00:00
434,いろいろ,各种各样/形形色色,2025-12-05T01:21:10.855914+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:21:10.855914+00:00
435,でも,但是/不过,2025-12-05T00:59:18.838714+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:59:18.838714+00:00
436,そして,而且/并且/然后,2025-12-05T01:20:00.437120+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:20:00.437120+00:00
437,ところで,顺便问一下/对了,2025-12-05T01:18:48.188702+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:48.188702+00:00
438,にぎやか,热闹的/繁华的,2025-12-05T01:15:50.565728+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:50.565728+00:00
439,カラオケ,卡拉OK/唱歌,2025-12-05T01:17:35.691479+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:17:35.691479+00:00
440,画,,2025-12-05T01:20:23.806318+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:20:23.806318+00:00
441,水泳,游泳,2025-10-27T02:17:55.548165+00:00,"{""stability"": 98.38159, ""difficulty"": 6.164661}",98,2025-07-21T02:17:55.548165+00:00
442,運転,驾驶/操作,2025-12-05T01:20:28.817258+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:20:28.817258+00:00
443,野菜,蔬菜,2025-12-05T01:18:38.420641+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:38.420641+00:00
444,果物,水果,2026-03-28T00:47:27.617325+00:00,"{""stability"": 229.33707, ""difficulty"": 6.1352935}",229,2025-08-11T00:47:27.617325+00:00
445,向日葵,向日葵/太阳花,2026-02-23T02:25:36.754222+00:00,"{""stability"": 216.615, ""difficulty"": 3.3962321}",217,2025-07-21T02:25:36.754222+00:00
446,薔薇,玫瑰/蔷薇,2025-12-05T00:59:23.774989+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:59:23.774989+00:00
447,窓,窗户,2026-02-26T02:34:35.514416+00:00,"{""stability"": 220.19044, ""difficulty"": 5.5473704}",220,2025-07-21T02:34:35.514416+00:00
448,結婚式,婚礼/结婚仪式,2025-12-05T01:18:12.909125+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:18:12.909125+00:00
449,写真展,摄影展览,2025-12-05T01:15:24.951350+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:24.951350+00:00
450,別荘,别墅/度假屋,2025-12-05T01:19:27.222340+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:27.222340+00:00
451,寄木細工,拼木工艺品,2025-12-05T01:20:20.073303+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:20:20.073303+00:00
452,迷う,迷路/犹豫,2025-12-05T01:19:48.280787+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:48.280787+00:00
453,会議,会议/讨论,2025-12-05T00:57:59.645189+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:57:59.645189+00:00
454,足,脚/步伐,2025-12-05T01:19:12.616857+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:12.616857+00:00
455,僕,我（男性用语）,2025-12-05T01:19:50.633686+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:50.633686+00:00
456,できます,能做/可以做,2025-12-05T01:19:35.070106+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:35.070106+00:00
457,閉めます,[他動2]关闭/关上,2025-12-05T01:17:49.812884+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:17:49.812884+00:00
458,怖い,害怕的/可怕的,2025-12-05T00:58:03.337426+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:58:03.337426+00:00
459,赤い,红色的,2025-12-05T01:15:07.488088+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:07.488088+00:00
460,痛い,疼痛的/痛苦的,2025-12-05T01:16:17.703082+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:16:17.703082+00:00
461,上手,擅长的/熟练的,2025-12-05T01:15:55.540851+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:55.540851+00:00
462,苦手,不擅长的/不喜欢的,2025-12-05T01:16:21.919637+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:16:21.919637+00:00
463,下手,笨拙的/不熟练的,2025-12-05T01:00:18.757561+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:00:18.757561+00:00
464,時々,有时/偶尔,2025-12-05T00:58:32.036854+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:58:32.036854+00:00
465,よく,经常/很好,2025-12-05T00:57:52.992756+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T00:57:52.992756+00:00
466,たまに,偶尔/有时,2025-12-05T01:19:42.560970+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:42.560970+00:00
467,また,再次/又,2025-12-05T01:15:30.468667+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:15:30.468667+00:00
468,どうして,为什么/为何,2025-12-05T01:16:28.393088+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:16:28.393088+00:00
469,だから,所以/因此,2025-12-05T01:20:04.434993+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:20:04.434993+00:00
470,気に入ります,喜欢/中意,2026-03-07T05:04:45.999112+00:00,"{""stability"": 239.11594, ""difficulty"": 3.6184807}",239,2025-07-11T05:04:45.999112+00:00
471,結構,相当/很好/足够,2025-12-05T01:16:08.781716+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:16:08.781716+00:00
472,歌,歌曲/唱歌,2025-12-05T01:19:22.813221+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-06-23T01:19:22.813221+00:00
473,ずらっと,一排/一列,2025-11-20T00:58:16.171177+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T00:58:16.171177+00:00
474,季節,季节,2025-11-20T01:15:46.100544+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:15:46.100544+00:00
475,冬,冬天,2025-11-20T01:17:55.863095+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:17:55.863095+00:00
476,春,春天,2025-11-20T00:59:30.170238+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T00:59:30.170238+00:00
477,梨,梨,2025-11-20T01:15:20.108024+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:15:20.108024+00:00
478,蜜柑,橘子,2025-11-20T00:58:41.331072+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T00:58:41.331072+00:00
479,焼酎,日本烧酒,2025-11-20T01:19:31.601483+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:19:31.601483+00:00
480,紅茶,红茶,2025-11-20T01:16:15.109953+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:16:15.109953+00:00
481,ジャスミン茶,茉莉花茶,2025-11-20T01:15:37.027420+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:15:37.027420+00:00
482,緑茶,绿茶,2025-11-20T01:19:20.580793+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:19:20.580793+00:00
483,ジュース,果汁/饮料,2025-11-20T01:14:59.396259+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:14:59.396259+00:00
484,人気,人气/受欢迎,2025-11-20T01:16:40.568949+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-06-23T01:16:40.568949+00:00
