id,word,explanation,due,memory_state,scheduled_days,last_review
676,滑る,滑动/滑行,2025-12-06T06:33:47.356013+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:33:47.356013+00:00
677,治る,治愈/恢复,2025-12-06T06:30:29.872586+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:30:29.872586+00:00
678,手伝う,[自他動1]手伝います帮助/协助,2025-10-14T00:32:12.766034+00:00,"{""stability"": 83.39886, ""difficulty"": 4.5050673}",83,2025-07-23T00:32:12.766034+00:00
679,捨てる,丢弃/舍弃,2025-12-06T06:29:28.949504+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:29:28.949504+00:00
680,慌てる,慌张/着急,2025-09-07T01:08:05.170552+00:00,"{""stability"": 41.17975, ""difficulty"": 5.393172}",41,2025-07-28T01:08:05.170552+00:00
681,忘れる,忘记/遗忘,2025-09-08T06:30:13.902267+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-09T06:30:13.902267+00:00
682,残業する,加班/额外工作,2025-12-06T06:34:02.124309+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:34:02.124309+00:00
683,心配する,担心/忧虑,2025-12-06T06:34:20.043471+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:34:20.043471+00:00
684,お皿,盘子/碟子,2025-10-14T00:32:41.940822+00:00,"{""stability"": 83.39886, ""difficulty"": 4.5050673}",83,2025-07-23T00:32:41.940822+00:00
685,品物,物品/商品,2026-02-06T00:32:46.012848+00:00,"{""stability"": 198.0218, ""difficulty"": 3.6184807}",198,2025-07-23T00:32:46.012848+00:00
686,卓球,乒乓球/桌球,2025-12-06T06:32:42.873515+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:32:42.873515+00:00
687,スケート,滑冰/溜冰,2025-09-08T06:30:38.826678+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-09T06:30:38.826678+00:00
688,喉,喉咙/咽喉,2025-08-28T06:41:16.559766+00:00,"{""stability"": 55.81928, ""difficulty"": 5.2324963}",56,2025-07-03T06:41:16.559766+00:00
689,コース,路线/课程,2025-12-06T06:33:52.682883+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:33:52.682883+00:00
690,レポート,报告/论文,2025-12-06T06:34:29.000033+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-09T06:34:29.000033+00:00
691,空く,空置,2025-09-15T00:58:23.957261+00:00,"{""stability"": 42.235847, ""difficulty"": 7.7778087}",42,2025-08-04T00:58:23.957261+00:00
692,弾く,弹奏/拨动,2025-12-26T00:41:04.632796+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:41:04.632796+00:00
693,登る,攀登/上升,2025-12-26T00:59:35.886929+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:59:35.886929+00:00
694,集める,[他動2]收集/聚集,2025-12-12T00:39:50.075024+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-08-11T00:39:50.075024+00:00
695,帰国する,回国/归国,2025-12-26T00:36:15.754165+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:36:15.754165+00:00
696,ご馳走する,款待/请客,2025-09-18T00:37:39.393774+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:37:39.393774+00:00
697,碁,围棋,2025-09-11T00:50:52.979543+00:00,"{""stability"": 66.31548, ""difficulty"": 5.2324963}",66,2025-07-07T00:50:52.979543+00:00
698,釣り,钓鱼,2025-08-23T05:21:27.630717+00:00,"{""stability"": 23.02358, ""difficulty"": 6.8346148}",23,2025-07-31T05:21:27.630717+00:00
699,お腹,肚子/腹部,2025-12-26T00:32:37.370521+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:32:37.370521+00:00
700,餃子,饺子,2025-12-26T00:36:04.970169+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:36:04.970169+00:00
701,将棋,日本象棋,2025-11-08T00:37:13.441349+00:00,"{""stability"": 88.56242, ""difficulty"": 4.313848}",89,2025-08-11T00:37:13.441349+00:00
702,自分,自己/自身,2025-12-26T00:42:43.535785+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:42:43.535785+00:00
703,月見,赏月/观月,2025-09-18T00:59:23.703026+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:59:23.703026+00:00
704,お花見,赏花/观樱,2025-09-18T00:39:13.759831+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:39:13.759831+00:00
705,海岸,海岸/海边,2026-03-10T00:43:20.303214+00:00,"{""stability"": 210.52739, ""difficulty"": 3.3962321}",211,2025-08-11T00:43:20.303214+00:00
706,春節,春节/新年,2025-12-26T00:42:53.824744+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:42:53.824744+00:00
707,小説,小说/文学作品,2025-09-18T02:31:55.608739+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T02:31:55.608739+00:00
708,節分,节分/季节分界,2025-12-12T00:41:24.456691+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-08-11T00:41:24.456691+00:00
709,全員,全体成员/所有人,2025-12-26T00:43:59.029895+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:43:59.029895+00:00
710,興味,兴趣/爱好,2025-09-18T00:40:24.605731+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:40:24.605731+00:00
711,趣味,趣味/嗜好,2025-09-18T00:41:20.928117+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:41:20.928117+00:00
712,船,船/船只,2025-12-26T00:32:26.835514+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:32:26.835514+00:00
713,梅雨明け,梅雨结束,2025-12-12T00:40:19.738233+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-08-11T00:40:19.738233+00:00
714,梅雨入り,梅雨开始,2025-12-26T00:37:08.496896+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:37:08.496896+00:00
715,パチンコ,弹珠机,2025-12-26T00:35:55.315190+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:35:55.315190+00:00
716,マージャン,麻将,2025-12-26T00:36:28.959829+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:36:28.959829+00:00
717,七五三,七五三节（日本传统节日）,2025-12-26T00:43:20.789042+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:43:20.789042+00:00
718,食べ歩き,边走边吃,2025-09-18T00:38:54.375706+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:38:54.375706+00:00
719,バイオリン,小提琴,2025-12-26T01:00:54.120210+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T01:00:54.120210+00:00
720,ガーデニング,园艺,2025-09-06T00:55:01.605717+00:00,"{""stability"": 61.13147, ""difficulty"": 5.2324963}",61,2025-07-07T00:55:01.605717+00:00
721,徒歩,步行,2025-09-17T08:40:10.090087+00:00,"{""stability"": 41.314137, ""difficulty"": 6.1172466}",41,2025-08-07T08:40:10.090087+00:00
722,絵画,绘画/画作,2025-09-17T08:37:09.871158+00:00,"{""stability"": 41.314137, ""difficulty"": 6.1172466}",41,2025-08-07T08:37:09.871158+00:00
723,胡弓,胡琴,2025-08-16T00:36:49.825788+00:00,"{""stability"": 5.0578146, ""difficulty"": 8.58837}",5,2025-08-11T00:36:49.825788+00:00
724,書道,书法,2025-11-08T00:40:38.392618+00:00,"{""stability"": 88.56242, ""difficulty"": 4.313848}",89,2025-08-11T00:40:38.392618+00:00
725,授業,授课/课程,2025-09-18T00:42:31.783212+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T00:42:31.783212+00:00
726,特技,特技/专长,2025-12-26T01:00:36.312254+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T01:00:36.312254+00:00
727,登山,登山/爬山,2025-08-25T02:31:39.564061+00:00,"{""stability"": 34.97475, ""difficulty"": 6.5396776}",35,2025-07-21T02:31:39.564061+00:00
728,読書,读书/阅读,2025-10-10T08:31:23.341059+00:00,"{""stability"": 73.50134, ""difficulty"": 5.8764567}",74,2025-07-28T08:31:23.341059+00:00
729,キャンプ,露营/野营,2025-12-26T00:41:02.026744+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:41:02.026744+00:00
730,ギター,吉他,2025-12-26T00:33:23.624809+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:33:23.624809+00:00
731,ダンス,舞蹈/跳舞,2025-12-26T00:37:02.180946+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:37:02.180946+00:00
732,サーフィン,冲浪,2025-12-26T00:32:22.638157+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:32:22.638157+00:00
733,ショッピング,购物,2025-12-26T00:43:56.572916+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:43:56.572916+00:00
734,ダイビング,潜水/跳水,2025-12-26T00:44:06.719949+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:44:06.719949+00:00
735,編み物,编织,2025-09-03T02:31:41.813531+00:00,"{""stability"": 32.732674, ""difficulty"": 7.5319448}",33,2025-08-01T02:31:41.813531+00:00
736,獅子舞,狮子舞,2025-12-26T00:32:49.494429+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:32:49.494429+00:00
737,手作り,手工制作,2025-12-26T00:44:10.885163+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:44:10.885163+00:00
738,スカッシュ,壁球,2025-09-11T01:09:12.549363+00:00,"{""stability"": 37.987724, ""difficulty"": 7.892105}",38,2025-08-04T01:09:12.549363+00:00
739,ドライブ,兜风/驾车旅行,2025-12-26T00:39:01.621742+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:39:01.621742+00:00
740,スクーター,滑板车/小型摩托车,2025-10-03T00:37:49.872682+00:00,"{""stability"": 53.21513, ""difficulty"": 7.442222}",53,2025-08-11T00:37:49.872682+00:00
741,中華街,中华街/唐人街,2025-12-26T00:43:28.639619+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:43:28.639619+00:00
742,雛祭,雏祭/女儿节,2025-08-28T01:05:44.963366+00:00,"{""stability"": 24.487793, ""difficulty"": 8.020202}",24,2025-08-04T01:05:44.963366+00:00
743,冬休み,寒假/冬季休假,2025-12-26T00:36:20.138465+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:36:20.138465+00:00
744,ビリヤード,台球/桌球,2025-08-17T01:17:31.079580+00:00,"{""stability"": 2.014321, ""difficulty"": 8.985166}",2,2025-08-15T01:17:31.079580+00:00
745,モノレール,单轨列车,2025-12-12T00:36:16.192129+00:00,"{""stability"": 122.85447, ""difficulty"": 4.5050673}",123,2025-08-11T00:36:16.192129+00:00
746,洗濯機,洗衣机,2025-10-06T05:06:23.238258+00:00,"{""stability"": 81.3217, ""difficulty"": 6.7602353}",81,2025-07-17T05:06:23.238258+00:00
747,お盆休み,盂兰盆节假期,2025-09-06T00:44:57.807817+00:00,"{""stability"": 61.13147, ""difficulty"": 5.2324963}",61,2025-07-07T00:44:57.807817+00:00
748,中華料理,中华料理/中餐,2025-12-26T00:42:50.196585+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:42:50.196585+00:00
749,夜行列車,夜行列车/夜班火车,2025-10-10T00:57:31.351464+00:00,"{""stability"": 74.253204, ""difficulty"": 4.650695}",74,2025-07-28T00:57:31.351464+00:00
750,映画鑑賞,电影欣赏/观影,2025-09-18T01:00:09.484386+00:00,"{""stability"": 65.69657, ""difficulty"": 3.2245016}",66,2025-07-14T01:00:09.484386+00:00
751,美術鑑賞,美术欣赏/艺术鉴赏,2025-12-26T00:44:17.186705+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:44:17.186705+00:00
752,音楽鑑賞,音乐欣赏,2025-12-26T00:42:02.762489+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:42:02.762489+00:00
753,ゴールデンウィーク,黄金周（日本假期）,2026-05-28T00:47:01.564549+00:00,"{""stability"": 290.44604, ""difficulty"": 3.6184807}",290,2025-08-11T00:47:01.564549+00:00
754,フラウーアレンジメント,花艺设计,2026-02-08T01:18:36.967105+00:00,"{""stability"": 176.8274, ""difficulty"": 5.8542123}",177,2025-08-15T01:18:36.967105+00:00
755,皮,皮革/皮肤,2025-12-26T00:33:47.013290+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:33:47.013290+00:00
756,夢,梦想/梦,2025-12-26T00:36:09.535365+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:36:09.535365+00:00
757,正月,正月/新年,2025-12-26T00:37:15.130564+00:00,"{""stability"": 165.19757, ""difficulty"": 2.1301212}",165,2025-07-14T00:37:15.130564+00:00
758,連休,连续假期,2025-11-18T05:05:37.905640+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:05:37.905640+00:00
759,休憩する,[自動3]休息,2025-11-18T05:05:48.055053+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:05:48.055053+00:00
760,切符,票/车票,2025-11-18T05:07:48.360050+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:07:48.360050+00:00
761,体,身体/体格,2025-08-16T03:47:32.145461+00:00,"{""stability"": 24.947363, ""difficulty"": 4.662343}",25,2025-07-22T03:47:32.145461+00:00
762,地震,地震/震动,2025-12-15T06:18:27.296929+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:18:27.296929+00:00
763,泥棒,小偷/盗贼,2025-11-18T05:06:54.171793+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:06:54.171793+00:00
764,渡します,交给/递给,2025-09-17T06:19:21.548518+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-18T06:19:21.548518+00:00
765,遅れます,迟到/延迟,2025-12-15T06:21:29.994754+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:21:29.994754+00:00
766,考えます,思考/考虑,2025-09-17T06:17:11.766949+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-18T06:17:11.766949+00:00
767,調べます,调查/查找,2025-12-15T06:15:00.885741+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:15:00.885741+00:00
768,それとも,或者/还是,2025-12-15T06:01:02.061800+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:01:02.061800+00:00
769,危ない,危险的/不安全的,2025-12-15T06:08:54.900937+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:08:54.900937+00:00
770,京劇,京剧/中国传统戏剧,2025-12-15T06:00:57.892595+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:00:57.892595+00:00
771,重い,沉重的/严重的,2025-12-15T06:17:31.108718+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:17:31.108718+00:00
772,眠い,困倦的/想睡的,2025-09-17T06:43:07.518313+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-18T06:43:07.518313+00:00
773,嬉しい,高兴的/开心的,2025-12-15T06:00:27.595057+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:00:27.595057+00:00
774,急,紧急的/急迫的,2025-12-15T06:15:43.607603+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:15:43.607603+00:00
775,都合,方便/情况,2025-09-18T00:39:46.126438+00:00,"{""stability"": 66.31548, ""difficulty"": 5.2324963}",66,2025-07-14T00:39:46.126438+00:00
776,予定,计划/预定,2025-12-15T06:16:47.189010+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:16:47.189010+00:00
777,転勤,调职/工作调动,2025-11-18T05:08:00.075231+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:08:00.075231+00:00
778,火事,火灾/失火,2025-12-15T06:15:26.849391+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:15:26.849391+00:00
779,奥さん,夫人/妻子,2025-12-15T06:00:30.365035+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:00:30.365035+00:00
780,送別会,送别会/欢送会,2025-12-15T06:18:01.573665+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-18T06:18:01.573665+00:00
781,玩具,玩具/玩物,2025-10-29T01:00:39.931846+00:00,"{""stability"": 85.50851, ""difficulty"": 4.650695}",86,2025-08-04T01:00:39.931846+00:00
782,ラケット,球拍/拍子,2025-11-18T05:06:12.160159+00:00,"{""stability"": 101.5431, ""difficulty"": 4.5050673}",102,2025-08-08T05:06:12.160159+00:00
783,大統領,总统/国家领导人,2025-09-17T06:14:23.709062+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-18T06:14:23.709062+00:00
784,込む,拥挤/混杂,2025-10-22T02:38:00.195363+00:00,"{""stability"": 93.429375, ""difficulty"": 4.5000334}",93,2025-07-21T02:38:00.195363+00:00
785,知らせる,通知/告知,2026-02-24T00:59:37.013204+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-04T00:59:37.013204+00:00
786,確かめる,确认/核实,2025-08-28T02:17:42.371787+00:00,"{""stability"": 38.396442, ""difficulty"": 5.263545}",38,2025-07-21T02:17:42.371787+00:00
787,薄い,薄的/淡的,2025-09-22T02:29:06.814055+00:00,"{""stability"": 63.218002, ""difficulty"": 3.2245016}",63,2025-07-21T02:29:06.814055+00:00
788,濃い,浓的/深的,2025-09-22T02:34:16.059981+00:00,"{""stability"": 63.218002, ""difficulty"": 3.2245016}",63,2025-07-21T02:34:16.059981+00:00
789,早い,快的/早的,2025-12-26T02:29:51.330491+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-07-21T02:29:51.330491+00:00
790,味,味道/风味,2025-10-28T01:08:01.293353+00:00,"{""stability"": 85.38225, ""difficulty"": 4.5050673}",85,2025-08-04T01:08:01.293353+00:00
791,宛名,收件人姓名/地址,2025-12-26T02:24:36.963246+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-07-21T02:24:36.963246+00:00
792,書留,挂号邮件,2025-09-12T00:58:03.938440+00:00,"{""stability"": 37.778755, ""difficulty"": 7.549218}",38,2025-08-05T00:58:03.938440+00:00
793,通勤,通勤/上下班,2025-10-21T02:28:06.888387+00:00,"{""stability"": 92.03796, ""difficulty"": 5.2324963}",92,2025-07-21T02:28:06.888387+00:00
794,電報,电报,2025-09-05T01:10:28.346778+00:00,"{""stability"": 31.638916, ""difficulty"": 5.393172}",32,2025-08-04T01:10:28.346778+00:00
795,毎回,每次/每回,2025-12-26T02:23:07.396748+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-07-21T02:23:07.396748+00:00
796,生地,布料/原料/出生地,2026-02-24T01:07:40.657141+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-04T01:07:40.657141+00:00
797,ポスト,邮筒/邮箱,2026-02-24T01:09:48.779431+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-04T01:09:48.779431+00:00
798,絵葉書,图画明信片,2025-12-26T02:36:26.608355+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-07-21T02:36:26.608355+00:00
799,小包,（邮寄的）小包裹,2025-09-19T00:58:42.286865+00:00,"{""stability"": 37.919525, ""difficulty"": 7.6538806}",38,2025-08-12T00:58:42.286865+00:00
800,エアメール,航空邮件,2025-12-26T02:32:22.658835+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-07-21T02:32:22.658835+00:00
801,貯金,存款/储蓄,2025-08-21T00:40:29.587211+00:00,"{""stability"": 38.416805, ""difficulty"": 5.888712}",38,2025-07-14T00:40:29.587211+00:00
802,往復はがき,往返明信片,2025-09-22T02:37:40.112871+00:00,"{""stability"": 63.218002, ""difficulty"": 3.2245016}",63,2025-07-21T02:37:40.112871+00:00
803,磨き,磨/擦,2026-02-27T08:35:51.151101+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-07T08:35:51.151101+00:00
803,言う,说/讲,2026-02-27T08:35:51.151101+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-07T08:35:51.151101+00:00
804,決まる,决定/确定,2025-09-27T00:57:24.487465+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-28T00:57:24.487465+00:00
805,探す,寻找/搜寻,2025-09-04T01:04:59.165848+00:00,"{""stability"": 38.396442, ""difficulty"": 5.263545}",38,2025-07-28T01:04:59.165848+00:00
806,笑う,笑/嘲笑,2026-03-03T00:42:16.401561+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-11T00:42:16.401561+00:00
807,思う,思考/认为,2025-11-04T00:45:13.487669+00:00,"{""stability"": 85.38225, ""difficulty"": 4.5050673}",85,2025-08-11T00:45:13.487669+00:00
808,役に立つ,有用/有帮助,2025-09-03T00:58:19.828068+00:00,"{""stability"": 29.205578, ""difficulty"": 7.527615}",29,2025-08-05T00:58:19.828068+00:00
809,話,话题/谈话,2025-12-25T01:09:01.683263+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-28T01:09:01.683263+00:00
810,寝坊する,睡过头/迟起,2025-11-04T00:36:26.136385+00:00,"{""stability"": 85.38225, ""difficulty"": 4.5050673}",85,2025-08-11T00:36:26.136385+00:00
811,研究する,研究/探讨,2025-09-27T01:02:26.150121+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-28T01:02:26.150121+00:00
812,凄い,厉害的/惊人的,2025-09-21T01:08:41.799627+00:00,"{""stability"": 58.595867, ""difficulty"": 6.178248}",59,2025-07-24T01:08:41.799627+00:00
813,おかしい,奇怪的/可笑的,2025-10-29T01:02:37.382282+00:00,"{""stability"": 93.429375, ""difficulty"": 4.5000334}",93,2025-07-28T01:02:37.382282+00:00
814,間,间隔/期间,2026-03-03T00:43:17.326009+00:00,"{""stability"": 203.95175, ""difficulty"": 3.6184807}",204,2025-08-11T00:43:17.326009+00:00
815,お別れ,告别/分离,2025-10-29T01:09:07.225856+00:00,"{""stability"": 93.429375, ""difficulty"": 4.5000334}",93,2025-07-28T01:09:07.225856+00:00
816,法律,法律/法规,2025-12-25T01:04:34.349507+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-28T01:04:34.349507+00:00
817,見送り,送别/目送,2025-11-04T00:38:01.292124+00:00,"{""stability"": 85.38225, ""difficulty"": 4.5050673}",85,2025-08-11T00:38:01.292124+00:00
818,ハイキング,徒步旅行/远足,2025-12-25T01:09:50.666921+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-28T01:09:50.666921+00:00
819,泊まる,住宿/停留,2025-11-04T00:38:43.343330+00:00,"{""stability"": 83.39886, ""difficulty"": 4.5050673}",83,2025-08-13T00:38:43.343330+00:00
820,結ぶ,连接/系上,2025-09-04T02:28:16.968448+00:00,"{""stability"": 33.550266, ""difficulty"": 6.6864276}",34,2025-08-01T02:28:16.968448+00:00
821,渋滞する,堵塞/拥堵,2025-09-01T09:09:56.792258+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:09:56.792258+00:00
822,倒産する,破产/倒闭,2025-12-27T06:59:37.205005+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:37.205005+00:00
823,チェックする,检查/核对,2025-12-27T06:59:42.332649+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:42.332649+00:00
824,豊か,丰富的/富裕的,2025-09-01T09:08:35.138248+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:08:35.138248+00:00
825,北,北方/北边,2025-12-27T06:59:31.314976+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:31.314976+00:00
826,西,西方/西边,2025-12-27T06:58:05.996337+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:58:05.996337+00:00
827,自然,自然/天然,2025-09-01T09:11:51.271011+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:11:51.271011+00:00
828,女優,女演员,2025-12-27T06:58:12.528203+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:58:12.528203+00:00
829,数字,数字/数值,2025-12-27T06:58:51.309505+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:58:51.309505+00:00
830,東,东方/东边,2025-09-01T09:12:00.753845+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:12:00.753845+00:00
831,周り,周围/附近,2025-09-29T06:58:02.395003+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-30T06:58:02.395003+00:00
832,南,南方/南边,2025-12-27T06:59:16.238426+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:16.238426+00:00
833,向かい,对面/正面,2025-09-01T09:09:28.287876+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:09:28.287876+00:00
834,専門,专业/专门,2025-09-29T06:57:51.932306+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-30T06:57:51.932306+00:00
835,営業課,营业课/销售部门,2025-12-27T06:59:28.261262+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:28.261262+00:00
836,時差,时差/时间差,2025-09-01T08:28:41.821609+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T08:28:41.821609+00:00
837,隅,角落/边角,2025-09-29T06:58:29.041068+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-07-30T06:58:29.041068+00:00
838,側,侧面/旁边,2025-12-27T06:59:20.807684+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-07-30T06:59:20.807684+00:00
839,給料,工资/薪水,2025-09-01T09:11:34.276259+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-07-28T09:11:34.276259+00:00
